name,primalbound,cvx_shot.obj,cvx_shot.dual_obj,cvx_shot.calc_time,cvx_shot.NLP_runs,cvx_shot.MIP_runs,cvx_shot.relaxed_MIP_runs,cvx_sbmiqp.obj,cvx_sbmiqp.dual_obj,cvx_sbmiqp.load_time,cvx_sbmiqp.calc_time,cvx_sbmiqp.solver_time,cvx_sbmiqp.python_time,cvx_sbmiqp.iter_nr,cvx_sbmiqp.NLP_runs,cvx_sbmiqp.FNLP_runs,cvx_sbmiqp.MIQP_runs,cvx_sbmiqp.MILP_runs,cvx_sbmiqp_new.obj,cvx_sbmiqp_new.dual_obj,cvx_sbmiqp_new.load_time,cvx_sbmiqp_new.calc_time,cvx_sbmiqp_new.iter_nr,cvx_sbmiqp_new.NLP_runs,cvx_sbmiqp_new.FNLP_runs,cvx_sbmiqp_new.MIQP_runs,cvx_sbmiqp_new.MILP_runs,cvx_sbmiqp_ee.obj,cvx_sbmiqp_ee.dual_obj,cvx_sbmiqp_ee.load_time,cvx_sbmiqp_ee.calc_time,cvx_sbmiqp_ee.solver_time,cvx_sbmiqp_ee.python_time,cvx_sbmiqp_ee.iter_nr,cvx_sbmiqp_ee.NLP_runs,cvx_sbmiqp_ee.FNLP_runs,cvx_sbmiqp_ee.MIQP_runs,cvx_sbmiqp_ee.MILP_runs,cvx_sbmiqp_ee_new.obj,cvx_sbmiqp_ee_new.dual_obj,cvx_sbmiqp_ee_new.load_time,cvx_sbmiqp_ee_new.calc_time,cvx_sbmiqp_ee_new.iter_nr,cvx_sbmiqp_ee_new.NLP_runs,cvx_sbmiqp_ee_new.FNLP_runs,cvx_sbmiqp_ee_new.MIQP_runs,cvx_sbmiqp_ee_new.MILP_runs
p_ball_10b_5p_4d_h,71.37194798,73.072415509688767,0,306.76046521999996,81,210770,00,71.51757097975754,60.79656056269409,0.9178272229619324,323.5582727440633,32.407626337,2193.731242418755,26,104,48,14,12,73.26937196468441,45.625627854587954,0.8757209560135379,309.74226218892727,26,109,49,4,25,71.51757097975754,71.51757097975754,0.8704251311719418,220.85663485666737,20.714744126000006,1143.7228694432415,22,69,30,22,0,81.3242141027648,81.3242141027648,0.85063426499255,4.2949829859426245,2,5,2,2,0
p_ball_10b_7p_3d_h,109.8032151,135.84789643218554,0,311.627797585,46,210420,00,112.5475729178763,56.29778519749024,1.2431361549533904,302.97057815175503,52.85914534500001,1250.430634520948,20,64,52,16,5,109.86062965518416,101.18150382854489,1.2607952420366928,323.54835970001295,18,80,67,9,11,113.78252552846158,113.78252546546693,1.260340906213969,230.2056977772154,85.654652304,912.0450412272476,17,59,52,17,0,121.83082380277558,1590747229.0892813,1.2045482610119507,87.43598165095318,8,36,34,8,0
p_ball_15b_5p_2d_h,6.599867696,6.5998393095566854,0,195.342054492,63,00620,00,6.599865573918999,6.337099203608521,0.6496589323505759,312.1041607661173,17.860792225999997,2756.148889414966,31,80,17,17,14,6.599865806398947,6.599790089199925,0.6604201400186867,257.5641664250288,28,99,16,3,27,6.59986748355395,6.59986748355395,0.6541793677024543,118.97905244072899,5.090761218999999,579.158146197442,20,35,14,20,0,6.599867482215283,96440056.92428723,0.6257371060783044,5.801018874975853,2,6,3,2,0
p_ball_20b_5p_2d_h,2.437175093,16.539253782736601,0,300.63190594499997,42,210420,00,10.888346168961936,0.0,1.0778606729581952,316.7446045121178,8.901212767999997,2018.5995842907578,26,54,34,14,12,10.503569708574053,0.0,1.0898464359343052,318.1991299780784,26,84,45,6,24,9.686953396953506,0.0,1.0755196893587708,321.9170590871945,6.529714182999999,1935.5233079595491,26,36,25,26,0,37.37624670518466,131723237.75761673,1.006310545024462,4.287026862963103,3,10,7,3,0
p_ball_20b_5p_3d_h,19.73646908,74.333414243075566,0,304.91592427999996,38,210380,00,25.50082854545972,0.0,1.8864900297485292,313.5210006060079,14.599944019999992,1218.978924129624,22,57,35,21,1,30.68159471534508,0.0,1.9336257869144902,328.80606865196023,23,61,23,3,22,38.8928948393168,0.0,1.8886169879697263,333.09983961330727,12.615636483999996,1376.2941560093313,23,44,36,23,0,35.789882092426716,1740.5555842169695,1.7646638080477715,3.249044794938527,2,6,3,2,0
p_ball_30b_5p_2d_h,0.2916294099,1.7976931348623157e+308,0,304.223116977,30,10300,00,7.84493755666616,0.0,2.4076726911589503,321.73324164096266,8.369413138000002,1162.688128927257,22,41,15,14,8,21.102469168379454,0.0,2.4381909579969943,330.69570259493776,22,75,39,5,19,4.388234447981367,5.417888360170764e-14,2.2864293358288705,344.5317300450988,8.150469292000002,1263.2516314676031,23,32,20,23,0,47.00858322502849,80890740.02170038,2.176701575051993,18.869831715943292,4,16,13,4,0
portfol_buyin,0.02942379989,0.029423788743197763,0,0.24834576,13,00130,00,0.03045885654931061,0.02829024469235643,0.06594336405396461,0.042703238781541586,0.038872000000000004,0.0447102771140635,2,2,0,2,0,0.02942379478242373,0.02829024469235643,0.08226946601644158,0.045005057007074356,2,3,0,2,1,0.03045885654931061,0.02829024469235643,0.06039202865213156,0.04300560196861625,0.040397,0.044148247223347425,2,2,0,2,0,0.02942379478242373,0.03234844154348517,0.053810997982509434,0.03392725402954966,2,3,0,2,0
portfol_card,0.03221766181,0.032217649855338121,0,0.27967957299999996,12,00120,00,0.03968433597748165,0.03093828811845734,0.026964083313941956,0.05339635303243995,0.05032,0.0545083899050951,2,3,0,2,0,0.032217664503262265,0.03093828811845734,0.023663320927880704,0.04149447998497635,2,3,0,2,1,0.03968433597748165,0.03265877712148643,0.027357820887118578,0.051507612224668264,0.047832000000000006,0.053541273809969425,2,3,0,2,0,0.032217664503262265,0.03347304964515014,0.02423514099791646,0.03305901400744915,2,3,0,2,0
portfol_roundlot,0.02829063486,0.028282207269188921,0,11.530351004,104,001120,00,-inf,FAILED,"Lbg > g(x*,p) + tol:
[3.04578645e-02 9.90000000e+04]
for indices:
(array([1, 3]),)
Ubg < g(x*,p) - tol:
[999.999999 999.999999 999.999999 999.999999 999.999999 999.999999
 999.999999]
for indices:
(array([ 4,  5,  6,  7,  8,  9, 10]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.12755232083718918,0.11999972144133766,0.017956568975932896,0.3409621580503881,11,25,11,3,8,-inf,FAILED,"Error in Function::call for 'benders_constraint_0' [MXFunction] at .../casadi/core/function.cpp:1458:
Error in Function::call for 'benders_constraint_0' [MXFunction] at .../casadi/core/function.cpp:362:
Error in Function::operator() for 'benders_constraint_0_qpsol' [GurobiInterface] at .../casadi/core/function.cpp:1539:
.../casadi/interfaces/gurobi/gurobi_interface.cpp:371: Assertion ""!flag"" failed:
Element 0 of a double array is Nan or Inf.",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.15215896989292707,0.15215896989292707,0.01929035794455558,0.4026550860144198,15,18,13,15,0
prob10,3.445503794,10.312118485241777,-412.40000000000003,0.07409424499999999,2,0020,00,3.4455037882283115,3.4455037882283115,0.017268083058297634,0.05024248082190752,0.025559000000000005,0.06349488953128457,2,3,0,2,1,3.4455037882283115,3.4455037882283115,0.00943223002832383,0.024197955965064466,2,3,0,2,1,3.4455037882283115,5.058833021833472,0.10120859928429127,0.04288683878257871,0.019163000000000003,0.06241639191284776,2,3,0,2,0,3.4455037882283115,5.058833021833827,0.010114063043147326,0.020903565920889378,2,3,0,2,0
ravempb,269590.2193,269590.2142466018,268995.55925922666,0.41763161099999996,4,0050,120,269590.2148658474,268126.99798464845,0.1588348289951682,5.54021830111742,2.7310958179999996,12.090081771835685,6,13,5,5,3,269590.2148658474,269590.2148658474,0.14572813804261386,1.1425509169930592,6,9,1,5,2,269590.2148658474,269590.2148658474,0.15197347989305854,1.562083221040666,1.7039338639999997,1.7134400187060237,3,7,3,3,0,295020.65262327186,362171.7986452654,0.14352832804434001,0.3013560239924118,3,5,1,3,0
sssd08-04,182022.5703,182431.95640752866,180918.2379271721,0.165781112,3,0000,20,183078.7807917836,183078.7807917836,0.048689514864236116,1.1128096268512309,1.5018555280000003,1.3751538749784231,5,16,0,5,3,182927.91594325236,181458.60962781656,0.038158117909915745,0.47149978997185826,4,12,0,3,2,203282.75537879742,203282.75537879742,0.04312937706708908,0.26211832324042916,1.010012,0.27914606779813766,3,6,0,3,0,182927.91594325236,200267.05382776674,0.04035786306485534,0.19464630901347846,3,7,0,3,0
sssd12-05,281408.6352,281861.9569395642,281861.9569395642,0.188207805,2,0010,100,283776.8489546579,283776.8489546579,0.07765048230066895,3.355684878770262,2.8134293129999994,6.03251692187041,7,23,0,7,3,291251.54884887073,291251.39303151274,0.06500128307379782,2.511204267037101,7,23,0,5,5,308879.22980721237,308879.22980721237,0.07236621296033263,0.4192867409437895,0.9112158929999999,0.5489499843679368,3,10,0,3,0,297461.8503904987,303120.53693646984,0.06628996797371656,0.2881925590336323,3,6,0,3,0
sssd15-04,205054.4585,205160.96706617996,205160.96706617996,0.1846546,4,0010,70,206655.48005892552,204959.37629146385,0.07310891430824995,1.6156813059933484,1.6782359570000005,3.351562222931534,6,18,0,6,3,205160.9670841025,204936.1509122392,0.059449549997225404,1.0106838119681925,5,17,0,3,4,208844.24894348416,208844.24894348416,0.06698446813970804,0.20898836106061935,0.565011,0.1983578996732831,2,4,0,2,0,208246.42000445043,208246.42000445043,0.0616393469972536,0.13321785896550864,2,4,0,2,0
sssd15-06,539635.4697,544144.66059281945,538881.44741270388,0.552841727,7,0000,200,540078.355968095,540078.355968095,0.15051741199567914,2.9318229760974646,2.7752839230000004,5.701296431943774,7,22,0,7,3,549893.9152777545,549893.7925844612,0.1207375570666045,3.232419334934093,6,19,0,6,4,624230.8179685622,624230.8179685622,0.14515011617913842,0.7063859291374683,1.1548381319999996,1.1542270323261619,4,11,0,4,0,575654.4710035069,845127.5948874622,0.12983403797261417,0.3432231020415202,3,5,0,3,0
sssd15-08,562617.8818,563716.58160456864,563716.58160456864,0.56029425,5,0010,160,571052.0756145642,571052.0756145642,0.3526618951000273,9.529193661175668,9.114797571,15.72731701657176,7,23,0,7,3,565297.3538120498,565297.3538120498,0.2382294440176338,15.752206631936133,9,32,0,9,3,687691.949988223,687691.949988223,0.2978351451456547,0.6010847608558834,1.0919767580000002,0.7897422523237765,3,10,0,3,0,1909023.5120187595,3182382.403750561,0.24020309397019446,0.4074375639902428,3,5,0,3,0
sssd16-07,417188.8105,420109.22809275595,416198.84914265422,0.5264771079999999,8,0000,220,422534.4953501371,422534.4953501371,0.23093786602839828,6.812904786784202,6.451459415,10.034760328009725,7,24,0,7,3,421307.4178166725,421307.4178166725,0.19646980497054756,7.501914712018333,7,28,0,3,6,434070.58663592837,434070.58663592837,0.23878637608140707,1.8176854248158634,2.1484580510000004,4.376161598600447,5,14,0,5,0,459612.10119230323,498692.20999170496,0.20480553898960352,0.22409030003473163,2,3,0,2,0
sssd18-06,397992.2951,400563.99724158098,397336.66696400079,0.5633362949999999,7,0000,100,399180.9995318399,399180.9995318399,0.19142838986590505,8.009960433002561,7.878545182000001,13.302808746229857,7,24,0,7,3,401795.5366658918,401795.40409396664,0.16908213205169886,1.5894856669474393,6,16,0,4,3,445695.9521749801,445695.9521749801,0.20701158791780472,0.5020771268755198,1.075288188,0.5476463958621025,3,10,0,3,0,461601.7137451989,696650.3471356971,0.17034132801927626,0.5359253979986534,3,4,0,3,0
sssd18-08,832795.5852,836744.04551375203,828998.82479460584,1.0745009189999999,11,0000,200,842892.9424938629,842892.8258674345,0.441735097207129,3.719266125932336,3.4300266769999994,6.988583805505186,6,24,0,6,3,859401.2038806942,859401.2038806942,0.36475285806227475,6.069748917943798,8,30,0,5,5,1042959.5294026469,1042959.5294026469,0.4615339678712189,0.6236572228372097,1.1520832369999998,0.7113151880912483,3,11,0,3,0,1527667.1260174096,3691286.144371824,0.37393334100488573,0.3905150149948895,3,5,0,3,0
sssd20-04,347691.4105,347859.91725300031,345251.8717522549,0.270554975,6,0000,200,348677.5739481058,347017.98858811025,0.09690057905390859,2.2648731591179967,2.425104926,5.092513076029718,6,18,0,6,3,349519.76120641135,346759.0145708437,0.09208431001752615,1.230050222016871,6,19,0,4,4,351153.11483436776,351153.11483436776,0.10472949035465717,0.2471466762945056,0.6749449999999999,0.2301758392713964,2,6,0,2,0,360971.51933131006,508281.2175414597,0.08427426998969167,0.1465934069128707,2,2,0,2,0
sssd20-08,469619.8376,495914.36613638408,491032.50435680401,0.96472377,11,0000,320,474289.20552889485,471154.5595424563,0.5821545110084116,6.11848056782037,5.670533836,17.028847123496234,8,27,0,8,2,472020.7894360286,472020.7894360286,0.47290336596779525,6.224897627020255,8,25,0,8,3,490795.98594477854,490795.98594477854,0.598324281629175,2.730943155940622,3.048811674,8.69937862502411,6,21,0,6,0,1349765.9722661863,2808860.088913588,0.4606496770866215,0.47544654400553554,3,4,0,3,0
sssd22-08,508713.7312,510379.42049447575,506673.01830515452,0.788911662,8,0000,80,513763.89842629706,513763.624564753,0.7754622949287295,7.446983023080975,6.378356388,23.470550033263862,9,30,0,9,3,512773.6379080153,512773.3211675106,0.6131543710362166,9.969066967023537,8,34,0,3,7,527149.9898463573,527149.9898463573,0.7937737079337239,2.868154493160546,2.990805172000001,8.299623365048319,6,23,0,6,0,529986.9026708715,785957.4527233758,0.5974338530795649,3.8477963380282745,2,4,0,2,0
sssd25-04,300176.5637,300436.50475513871,298111.56045880372,0.197750499,3,0000,50,300907.4059248325,300667.0877174012,0.14593382086604834,3.153205924667418,3.207237682,5.3183341128751636,7,20,0,7,4,301783.3687197678,299257.4435490778,0.1312463900540024,1.1882679240079597,5,18,0,3,4,307071.7443586585,307071.7443586585,0.15106552001088858,0.22491607489064336,0.671994,0.21095811063423753,2,4,0,2,0,303467.79264071025,303467.79264071025,0.12131870095618069,0.13419857108965516,2,3,0,2,0
sssd25-08,472093.078,474794.22261281754,474794.22261281754,0.923976183,6,0010,70,473080.90940402227,470827.86087247444,1.121166072320193,10.88293472956866,9.990303331,31.666638454422355,9,30,0,9,2,475010.882172851,474555.2983816469,0.8643189689610153,11.768211786984466,9,35,0,5,7,484626.62941934366,484626.62941934366,1.1383044640533626,3.952108692843467,4.028153139,13.623135928530246,6,23,0,6,0,501249.9882213357,589402.3284831344,0.8493278810055926,1.122310293954797,2,4,0,2,0
st_e14,4.579582402,4.5795824024367082,4.5795824024367082,0.014844567,0,0000,20,4.579582373600571,4.579582373600571,0.03303937939926982,0.2656963896006346,0.14983200000000002,0.5424445564858615,6,11,0,6,4,4.579582373600571,4.579582373600571,0.026032048044726253,0.11310664494521916,6,11,0,3,4,5.579582371286729,5.55385887581957,0.027049774769693613,0.03428087895736098,0.028978,0.039881070144474506,2,2,0,2,0,5.579582371286729,5.564873814428035,0.021351706003770232,0.0163827131036669,2,2,0,2,0
stockcycle,119948.6883,119948.68833333334,119942.93271126749,0.247166999,3,0000,210,133330.3931212387,117916.20281276494,12.511108867358416,301.7173491748981,251.72726375999994,3279.9302190276794,40,178,0,40,38,137187.74184751388,120905.18859453686,8.994229763979092,301.43942445598077,33,151,0,3,32,138613.84292365523,140093.26428993477,12.533591999206692,0.34890327090397477,0.619322916,0.33332907874137163,2,5,0,2,0,138613.84292365523,141583.4636771308,8.924155175918713,0.29272493603639305,2,5,0,2,0
synthes1,6.00975909,6.0097514789467592,6.0097514789467592,0.040000961,2,0000,50,6.009758726704932,6.009758726704932,0.028423546813428402,0.073360834736377,0.046968,0.09877272322773933,3,4,0,3,1,6.009758726704932,6.009758726704932,0.02818037709221244,0.03315785597078502,3,4,0,2,1,6.009758726704932,6.009758726704932,0.029733313247561455,0.06846054177731276,0.042941,0.10877909045666456,3,4,0,3,0,6.009758726704932,5.97950230591079,0.02392092696391046,0.021072812960483134,2,3,0,2,0
synthes2,73.03531253,73.035292274450399,73.035289713737924,0.043332636,2,0010,70,73.03531205058363,73.03531205058363,0.0162577829323709,0.23915139818564057,0.13768099999999997,0.4187368773855269,5,8,0,5,3,73.03531205058363,73.03531205058363,0.01424812397453934,0.11980928701814264,5,10,0,2,4,73.03531205058363,73.03531205058363,0.01569624524563551,0.07805518293753266,0.05359599999999999,0.11958412965759635,3,4,0,3,0,73.03531205058363,73.03531205058363,0.013599075959064066,0.03267623204737902,2,4,0,2,0
synthes3,68.00974052,68.009428025650521,67.553419492595992,0.035086334000000004,1,0000,70,68.00974074385655,67.37121411197846,0.020454945974051952,0.20102695701643825,0.210221,0.21141844475641847,3,8,0,3,2,68.00974074385655,67.37121411197847,0.01857821107842028,0.09236383391544223,3,7,0,2,2,68.00974074385655,74.22249484085977,0.020151976961642504,0.08651696518063545,0.13225499999999998,0.07882136479020119,2,5,0,2,0,68.00974074385655,80.59125828241682,0.017319311969913542,0.04082934895996004,2,4,0,2,0
tls2,5.3,5.2999999999999998,5.2999999999999998,0.062127718000000005,1,0010,100,5.299999917954797,5.299999917954797,0.03184140473604202,0.6032931287772954,0.356302223,1.7459719199687243,6,18,16,5,2,5.299999919921546,5.299999919921546,0.027770532062277198,0.6933134510181844,7,21,17,6,2,5.299999919921546,5.300000000000001,0.03137173689901829,0.5930671459063888,0.3883120760000002,1.8468486601486802,6,19,17,6,0,5.299999917954797,5.312200898175027,0.025635091005824506,0.5058170650154352,6,19,16,6,0
tls4,8.3,8.3000000000000007,8.2999999999999989,13.862855191000001,13,0010,110,8.299999916135679,8.299999120400432,0.11843875516206026,265.64639032725245,110.15137819200008,6509.708172834013,82,259,245,50,33,8.399999941202292,7.899999423928572,0.111956343986094,302.67984215996694,69,315,292,13,56,8.29999991632558,8.29999991632558,0.11749547580257058,53.858899239916354,24.030343919000007,646.4098144620657,36,156,154,36,0,9.499999945509167,9.499999945509167,0.10025964502710849,39.558564253966324,14,62,60,14,0
tls5,10.3,10.300000000000001,4.2999999999999998,300.02597721,22,1000,120,-inf,FAILED,"Objective value wrong, with error 6.499998827314102
Ubg < g(x*,p) - tol:
[9.99996084e-01 9.99994834e-01 1.09999950e+01 5.99999373e+00
 1.39778012e-16 2.18631669e-13 3.69249169e-15 1.53794645e-13
 4.19323010e-12]
for indices:
(array([ 0,  1,  2,  3, 40, 42, 46, 49, 55]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,"Objective value wrong, with error 6.421130662141814
Lbg > g(x*,p) + tol:
[1.02795643e-15 1.02795643e-15 1.39778012e-16 2.87557098e-17
 1.39778012e-16 1.39778012e-16 1.02795643e-15 1.02795643e-15]
for indices:
(array([40, 41, 42, 47, 55, 57, 62, 64]),)
Ubg < g(x*,p) - tol:
[5.99999723e+00 2.99999825e+00 3.99999617e+00 1.39778012e-16]
for indices:
(array([ 1,  2,  4, 61]),)",NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,"Ubg < g(x*,p) - tol:
[2.99999404e+00 2.99999446e+00 1.99999380e+00 4.99999384e+00
 9.31340009e-08 1.02795643e-15 1.39778012e-16 1.39778012e-16
 1.39778012e-16 1.39778012e-16 1.02795643e-15 1.39778012e-16
 1.02795643e-15 1.39778012e-16 1.39778012e-16 1.02795643e-15]
for indices:
(array([ 1,  2,  3,  4, 31, 40, 42, 46, 47, 49, 51, 53, 54, 55, 60, 62]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,"Objective value wrong, with error 0.6802158995777364
Lbg > g(x*,p) + tol:
[1.02795643e-15 1.02795643e-15 1.39778012e-16 2.87557098e-17
 1.39778012e-16 1.39778012e-16 1.02795643e-15 1.02795643e-15]
for indices:
(array([40, 41, 42, 47, 55, 57, 62, 64]),)
Ubg < g(x*,p) - tol:
[5.99999723e+00 2.99999825e+00 3.99999617e+00 1.39778012e-16]
for indices:
(array([ 1,  2,  4, 61]),)",NAN,NAN,NAN,NAN,NAN,NAN
tls6,15.3,15.300000000000001,6.3000000000000007,300.036074772,23,1000,170,-inf,FAILED,Problem can not be solved - Feasible zone is empty,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,"Integer infeasible: [] (array([], dtype=int64),)",NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,"Ubg < g(x*,p) - tol:
[1.99999367e+00 9.99994250e-01 1.19999928e+01 6.99999242e+00
 4.99999417e+00 5.99999458e+00 2.80431327e-15 2.80431327e-15
 1.52388111e-14 1.52388111e-14 6.35702695e-15 1.02795643e-15
 1.39778012e-16]
for indices:
(array([ 0,  1,  2,  3,  4,  5, 53, 55, 59, 63, 77, 79, 82]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,"Objective value wrong, with error 4.2593096068517236
Lbg > g(x*,p) + tol:
[1.02795643e-15 2.87557098e-17 2.87557098e-17 1.02795643e-15
 1.02795643e-15 2.87557098e-17 2.87557098e-17 1.39778012e-16
 1.02795643e-15 1.39778012e-16 1.02795643e-15]
for indices:
(array([50, 52, 56, 57, 58, 62, 64, 65, 74, 80, 83]),)
Ubg < g(x*,p) - tol:
[7.99999483e+00 1.99999883e+00 7.99999650e+00 3.99999475e+00
 3.99999650e+00 1.19999965e+01 1.52388111e-14 1.52388111e-14
 1.39778012e-16 1.39778012e-16 9.69512258e-14 4.54368774e-14
 1.02795643e-15 1.39778012e-16 1.39778012e-16]
for indices:
(array([ 0,  1,  2,  3,  4,  5, 59, 61, 63, 66, 67, 69, 71, 75, 81]),)",NAN,NAN,NAN,NAN,NAN,NAN
