name,primalbound,cvx_bonmin.obj,cvx_bonmin.load_time,cvx_bonmin.calc_time,cvx_bonmin.solver_time,cvx_bonmin.python_time,cvx_bonmin.iter_nr,cvx_sbmiqp.obj,cvx_sbmiqp.dual_obj,cvx_sbmiqp.load_time,cvx_sbmiqp.calc_time,cvx_sbmiqp.solver_time,cvx_sbmiqp.python_time,cvx_sbmiqp.iter_nr,cvx_sbmiqp.NLP_runs,cvx_sbmiqp.FNLP_runs,cvx_sbmiqp.MIQP_runs,cvx_sbmiqp.MILP_runs,cvx_sbmiqp_ee.obj,cvx_sbmiqp_ee.dual_obj,cvx_sbmiqp_ee.load_time,cvx_sbmiqp_ee.calc_time,cvx_sbmiqp_ee.solver_time,cvx_sbmiqp_ee.python_time,cvx_sbmiqp_ee.iter_nr,cvx_sbmiqp_ee.NLP_runs,cvx_sbmiqp_ee.FNLP_runs,cvx_sbmiqp_ee.MIQP_runs,cvx_sbmiqp_ee.MILP_runs,cvx_shot.obj,cvx_shot.dual_obj,cvx_shot.calc_time,cvx_shot.NLP_runs,cvx_shot.MIP_runs,cvx_shot.relaxed_MIP_runs,cvx_gurobi.obj,cvx_gurobi.dual_obj,cvx_gurobi.calc_time,cvx_scip.obj,cvx_scip.dual_obj,cvx_scip.calc_time
p_ball_15b_5p_2d_h,6.599867696,6.599867694976376,0,124.89110230002552,60.00160400000447,0,0,6.599865800553727,6.599855331432418,0.6607691822573543,91.02938914718106,25.167051238939166,65.8623379082419,25,87,17,3,24,6.599867482215283,96440056.92428723,0.628238302655518,5.813259192742407,5.647620053496212,0.16563913924619555,2,6,3,2,0,6.5998393095566854,0,195.342054492,63,00620,00,6.599867901939383,6.53409185977614,65.19251299999999,6.599866863505827,6.599866863505826,53.704964000000004
p_ball_20b_5p_2d_h,2.437175093,2.437175093345309,0,302.7826840309426,160.43555820500268,0,0,8.079191518448164,0.0,1.0044324737973511,307.301735911984,44.770736650098115,262.5309992618859,37,117,46,7,35,37.37624670518466,131723055.48748823,1.0305656474083662,4.341624089051038,3.8135103662498295,0.5281137228012085,3,10,7,3,0,16.539253782736601,0,300.63190594499997,42,210420,00,2.437175373247801,2.413746883557575,84.592825,2.4371750608897145,2.437175060889714,121.82099699999999
p_ball_20b_5p_3d_h,19.73646908,20.450031333106395,0,302.3840883076191,176.65995755899968,0,0,23.23071459360227,0.0,1.790528155863285,304.33366707572713,97.71112031908706,206.62254675664008,28,83,39,4,27,35.789882092426716,1740.5555842169695,1.7724099750630558,3.312325438950211,3.0172114144079387,0.2951140245422721,2,6,3,2,0,74.333414243075566,0,304.91592427999996,38,210380,00,19.73646908452387,19.13656957917896,300.02444,19.78030878424262,11.05016701451804,300.18368799999996
p_ball_30b_5p_2d_h,0.2916294099,1.9238453413652803,0,303.0605272036046,119.86757276899934,0,0,4.388234447981761,0.0,2.2509191473945975,312.2464491929859,155.17382635129616,157.07262284168974,19,57,22,8,16,47.00858322502849,107606834.76938176,2.192194512113929,25.082658990751952,23.62642952101305,1.4562294697389007,4,16,13,4,0,1.7976931348623157e+308,0,304.223116977,30,10300,00,0.2916294130489854,0.2887599615008103,203.226386,0.29162920318486907,0,300.10026700000003
portfol_buyin,0.02942379989,0.030458864440110835,0,0.02352223079651594,0.026642,0,0,0.02942379478242373,0.02829024469235643,0.06992721278220415,0.0420126561075449,0.02155402535572648,0.02045863075181842,2,3,0,2,1,0.02942379478242373,0.03234844154348517,0.053773895371705294,0.03384133521467447,0.01926628267392516,0.014575052540749311,2,3,0,2,0,0.029423788743197763,0,0.24834576,13,00130,00,0.02942379909635085,0.02942379909635085,0.067983,0.02942379388828878,0.02941772735687954,0.307975
portfol_card,0.03221766181,0.033670834171531994,0,0.028042001649737358,0.034583,0,0,0.032217664503262265,0.03093828811845734,0.02394303632900119,0.04088702332228422,0.021171003114432096,0.019716020207852125,2,3,0,2,1,0.032217664503262265,0.03347304964515014,0.024245277978479862,0.03280668007209897,0.018864208832383156,0.013942471239715815,2,3,0,2,0,0.032217649855338121,0,0.27967957299999996,12,00120,00,0.03221775688933997,0.03221775688933997,0.14350300000000002,0.03221766181280044,0.03221766181280044,0.15306599999999998
portfol_roundlot,0.02829063486,-inf,FAILED,"Objective value wrong, with error 1.7976931348623157e+308
Lbg > g(x*,p) + tol:
[0.04999999 0.99999999]
for indices:
(array([0, 2]),)",NAN,NAN,NAN,0.12755232083718918,0.11999972144133766,0.01895165489986539,0.34235947392880917,0.24918626761063933,0.09317320631816983,11,25,11,3,8,0.15215896989292707,0.15215896989292707,0.01920001721009612,0.4077169098891318,0.29959856159985065,0.10811834828928113,15,18,13,15,0,0.028282207269188921,0,11.530351004,104,001120,00,0.02831937557487735,0.02803612949326505,35.17958,0.02829040103243022,0.0282898038576193,0.083342
prob10,3.445503794,3.4455037943363673,0,0.02547959703952074,0.009125000000000001,0,0,3.4455037882283115,3.4455037882283115,0.010185458231717348,0.024646490812301636,0.0139888902194798,0.010657600592821836,2,3,0,2,1,3.4455037882283115,5.058833021833827,0.010207883082330227,0.021082961931824684,0.0129195605404675,0.008163401391357183,2,3,0,2,0,10.312118485241777,-412.40000000000003,0.07409424499999999,2,0020,00,3.4455037943264295,3.44550379432647,0.017735,3.4455037942913154,3.445503791753168,0.035774999999999994
ravempb,269590.2193,269590.21931546263,0,1.3917142562568188,1.9993889999999959,0,0,269590.2148658474,269590.2148658474,0.1438961261883378,1.02413564408198,0.541438405867666,0.482697238214314,6,10,1,5,2,295020.65262327186,362171.7986452654,0.1370874410495162,0.32699854811653495,0.17468351405113935,0.1523150340653956,3,6,1,3,0,269590.2142466018,268995.55925922666,0.41763161099999996,4,0050,120,269590.21931538254,267406.0925349041,0.154747,269590.21742271655,267888.2800906077,1.6854810000000002
sssd08-04,182022.5703,183200.43553427517,0,1.1299143517389894,0.29023399999998384,0,0,183203.9321566726,183203.89771899013,0.04001665720716119,0.4999870010651648,0.3866374637000263,0.11334953736513853,4,10,0,3,2,183203.9321566726,201201.08901441272,0.04032272286713123,0.13656222401186824,0.09428472630679607,0.042277497705072165,3,7,0,3,0,182431.95640752866,180918.2379271721,0.165781112,3,0000,20,182022.56980973756,180907.5365518331,0.22205799999999998,182022.57009207745,181121.5486019324,8.286369
sssd12-05,281408.6352,282077.3343156276,0,1.850829854607582,0.5324149999999429,0,0,285471.6102182661,285471.6102182661,0.06938653998076916,1.9342716629616916,1.1975107504986227,0.736760912463069,6,22,0,4,4,328612.77507214766,328612.77507214766,0.06650639697909355,0.48091350495815277,0.34734486090019345,0.13356864405795932,4,9,0,4,0,281861.9569395642,281861.9569395642,0.188207805,2,0010,100,282097.19595700764,279770.7176255228,0.35166400000000003,281455.6625698873,257936.9826000329,301.049843
sssd15-04,205054.4585,205054.45853183,0,1.1722976872697473,0.3535249999999991,0,0,206356.27613591964,204645.938242105,0.0697263041511178,1.0427052304148674,0.7176466933451593,0.3250585370697081,5,15,0,3,4,208246.42000445043,208246.42000445043,0.06168486177921295,0.13245025323703885,0.10060227941721678,0.03184797381982207,2,4,0,2,0,205160.96706617996,205160.96706617996,0.1846546,4,0010,70,205325.6927548305,203411.1996127701,0.28061400000000003,205160.9886055506,178925.1546323394,300.954863
sssd15-06,539635.4697,543719.4067432329,0,14.000553541816771,4.222245000000506,0,0,542898.513582693,538752.6171613616,0.12523209489881992,1.61067658290267,1.2603956782259047,0.3502809046767652,5,12,0,5,2,575654.4710035069,845127.5948874622,0.12885231664404273,0.34022932685911655,0.24446219624951482,0.09576713060960174,3,5,0,3,0,544144.66059281945,538881.44741270388,0.552841727,7,0000,200,544201.0776493888,538914.4628263917,0.486627,541956.0337304904,431065.6253676683,300.831991
sssd15-08,562617.8818,567102.9704180829,0,89.67100370209664,30.023867000026044,0,0,573170.7958121093,573170.7958121093,0.24320330703631043,73.47253360413015,69.1128240651451,4.359709538985044,11,43,0,8,6,1909023.5120187595,3182382.403750561,0.239827792160213,0.41116547398269176,0.2999404100701213,0.11122506391257048,3,5,0,3,0,563716.58160456864,563716.58160456864,0.56029425,5,0010,160,567119.9938340462,561933.6710355653,0.514423,563351.5199724408,464422.0836986352,300.58568299999996
sssd16-07,417188.8105,419425.7166526616,0,20.146985115483403,6.32558899999915,0,0,427278.53036194784,425191.0890192764,0.20294295204803348,3.2904755589552224,2.719036664813757,0.5714388941414654,6,23,0,4,4,459612.10119230323,498692.20999170496,0.20219732588157058,0.2244387292303145,0.17805261304602027,0.046386116184294224,2,3,0,2,0,420109.22809275595,416198.84914265422,0.5264771079999999,8,0000,220,420017.6637400005,416149.8445333338,0.47983200000000004,419114.18601613736,348358.6217439463,300.755897
sssd18-06,397992.2951,400946.25602764287,0,3.6738745234906673,1.174680999999942,0,0,401729.62288696575,401729.3274497624,0.17408919613808393,1.283320879098028,0.9145911880768836,0.3687296910211444,5,13,0,5,2,461601.7137451989,696650.3471356971,0.17056870507076383,0.27227920992299914,0.18144751340150833,0.09083169652149081,3,5,0,3,0,400563.99724158098,397336.66696400079,0.5633362949999999,7,0000,100,400468.05253221036,396871.3410549448,0.290636,398253.64877205394,334302.5482378583,300.82584499999996
sssd18-08,832795.5852,839375.5035227027,0,81.51252607163042,28.60468699999484,0,0,848944.9303455686,848944.9303455686,0.3758625406771898,3.9674577061086893,3.0286636287346482,0.9387940773740411,7,25,0,5,4,1527667.1260174096,3691286.144371824,0.37718052230775356,0.5981747373007238,0.4576531732454896,0.1405215640552342,3,5,0,3,0,836744.04551375203,828998.82479460584,1.0745009189999999,11,0000,200,835906.3260222874,832021.2646190661,0.499673,838082.585883481,621957.0445476493,300.668638
sssd20-04,347691.4105,349950.2585020412,0,1.6032228888943791,0.5081449999999619,0,0,348646.4338332801,347395.431189506,0.09282836178317666,1.718271997757256,1.1380991297774017,0.5801728679798543,6,22,0,4,5,360971.51933131006,386296.3103108802,0.08492630673572421,0.11716774897649884,0.08943095430731773,0.02773679466918111,2,2,0,2,0,347859.91725300031,345251.8717522549,0.270554975,6,0000,200,348197.72235463385,345800.6056445187,0.142995,347764.4568928224,288251.0560165598,300.814363
sssd20-08,469619.8376,473489.52904233616,0,31.547398178838193,11.393232999999412,0,0,486490.9709187428,486490.9709187428,0.47583497827872634,19.122015429660678,15.831235657446086,3.2907797722145915,10,40,0,6,6,893869.5219553378,2834279.5208853106,0.45978538831695914,0.44804527098312974,0.32736718747764826,0.12067808350548148,3,6,0,3,0,495914.36613638408,491032.50435680401,0.96472377,11,0000,320,471864.8708821045,468315.4089422042,0.39322,471977.4412435475,394055.8332810526,300.61521799999997
sssd22-08,508713.7312,512070.72121459263,0,27.656262604519725,10.280124000004173,0,0,513919.1881450293,513919.17279307626,0.6184117700904608,11.817540836986154,10.650916764512658,1.1666240724734962,7,29,0,4,6,529986.9026708715,785957.4527233758,0.5973085658624768,3.841633142903447,3.7847984060645103,0.056834736838936806,2,4,0,2,0,510379.42049447575,506673.01830515452,0.788911662,8,0000,80,510986.6851588524,506348.7335211474,0.366981,509076.46992002695,423728.825572877,300.632035
sssd25-04,300176.5637,301302.24121342815,0,2.355125422589481,0.7723989999999388,0,0,300680.87519587704,300296.86716540967,0.13417053315788507,1.5196788758039474,1.1540247527882457,0.36565412301570177,6,22,0,3,5,303467.79264071025,303467.79264071025,0.12075473414734006,0.1343889688141644,0.10237479908391833,0.03201416973024607,2,3,0,2,0,300436.50475513871,298111.56045880372,0.197750499,3,0000,50,300851.5047951455,298117.9641001734,0.32753599999999994,300186.79999719386,237737.4197313735,300.67377300000004
sssd25-08,472093.078,475883.9959524083,0,20.067483165301383,7.403479000000786,0,0,474955.6067711049,472154.07805109106,0.8795467931777239,8.217896456830204,7.294396384153515,0.9235000726766884,7,25,0,4,5,501249.9882213357,589402.3284831344,0.8496857839636505,1.122594885993749,1.0601493981666863,0.06244548782706261,2,4,0,2,0,474794.22261281754,474794.22261281754,0.923976183,6,0010,70,475731.9939019264,471401.2731478016,0.44401799999999997,473677.93910100195,406891.0220941922,300.675203
st_e14,4.579582402,4.579582402486655,0,0.0538052087649703,0.043196,0,0,4.579582373600571,4.579572227171747,0.027174885850399733,0.08841234678402543,0.033931643702089787,0.054480703081935644,5,11,0,3,3,5.579582371286729,5.564873814428035,0.02205286594107747,0.016617385670542717,0.0071693421341478825,0.009448043536394835,2,2,0,2,0,4.5795824024367082,4.5795824024367082,0.014844567,0,0000,20,4.579582402436707,4.53417292810631,0.011966999999999998,4.579582402433536,4.576289805208791,0.026792
stockcycle,119948.6883,119948.68833329527,0,19.067432006821036,10.115750999999495,0,0,130404.80451952858,117916.20281276494,8.962107484228909,301.4508058889769,280.3964973501861,21.054308538790792,36,168,0,5,34,138613.84292365523,141583.4636771308,8.928970943205059,0.2909360737539828,0.15247410396113992,0.13846196979284286,2,5,0,2,0,119948.68833333334,119942.93271126749,0.247166999,3,0000,210,120308.78833333332,119915.8011346171,0.094388,119948.68833333334,118783.8979067506,2.021203
synthes1,6.00975909,6.009758908948444,0,0.04627215676009655,0.032068999999999986,0,0,6.009758726704932,6.009758726704932,0.03081163903698325,0.037101196590811014,0.019026516005396843,0.01807468058541417,3,4,0,2,1,6.009758726704932,5.979502305921679,0.02215481922030449,0.020539776887744665,0.011013596318662167,0.009526180569082499,2,3,0,2,0,6.0097514789467592,6.0097514789467592,0.040000961,2,0000,50,6.009758909098336,6.007766318163435,0.011451000000000001,6.009758838804952,6.009758829814956,0.085769
synthes2,73.03531253,73.03531252510001,0,0.07099804282188416,0.061613000000000036,0,0,73.03531205058363,73.03531205058363,0.01569158025085926,0.12323020584881306,0.05586144654080272,0.06736875930801034,5,10,0,2,4,73.03531205058363,73.03531205058363,0.013063447084277868,0.03137609316036105,0.018005396705120802,0.01337069645524025,2,4,0,2,0,73.035292274450399,73.035289713737924,0.043332636,2,0010,70,73.03613922167362,72.49318991229586,0.01239,73.0411821494638,73.02899111513965,0.019895
synthes3,68.00974052,68.00974052143513,0,0.10000580828636885,0.08456800000000035,0,0,68.00974074385655,67.37121411197847,0.0190075752325356,0.09543539304286242,0.04818481020629406,0.047250582836568356,3,7,0,2,2,68.00974074385655,74.58702172623782,0.016870270017534494,0.04231256293132901,0.02489532670006156,0.017417236231267452,2,4,0,2,0,68.009428025650521,67.553419492595992,0.035086334000000004,1,0000,70,68.06262769178738,67.7043017708817,0.011853999999999998,68.07687883647847,67.87314216634815,0.048523
tls2,5.3,5.299999999999882,0,8.919843752868474,6.120461999999947,0,0,5.299999919921546,5.299999919921546,0.02872332278639078,0.6899332660250366,0.44808847643435,0.24184478959068656,7,21,17,6,2,5.299999917954797,5.312200898175027,0.0260517168790102,0.5112210069783032,0.3632792290300131,0.1479417779482901,6,19,16,6,0,5.2999999999999998,5.2999999999999998,0.062127718000000005,1,0010,100,5.3,5.300000000000001,0.043347000000000004,5.3,5.300000000000001,0.32911900000000005
tls4,8.3,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]
 [14  0]
 [15  0]
 [16  0]
 [17  0]
 [18  0]
 [19  0]]
Lbg > g(x*,p) + tol:
[0.99999999 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999
 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999
 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999
 0.99999999 0.99999999]
for indices:
(array([24, 25, 26, 27, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44,
       45, 46, 47]),)
Ubg < g(x*,p) - tol:
[  11.99999999   10.99999999   15.99999999   14.99999999 1699.99999999
 1699.99999999 1699.99999999 1699.99999999]
for indices:
(array([ 0,  1,  2,  3,  8,  9, 10, 11]),)",NAN,NAN,NAN,8.399999940817006,8.299999159920635,0.1121314843185246,302.43842833442613,209.6448743790388,92.79355395538732,71,333,301,13,58,9.499999945509167,8.419173856672925,0.1009408850222826,300.9516087328084,286.5056380867027,14.445970646105707,27,131,129,27,0,8.3000000000000007,8.2999999999999989,13.862855191000001,13,0010,110,8.3,8.3,6.354499000000001,8.3,8.3,23.536635
tls5,10.3,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]
 [14  0]
 [15  0]
 [16  0]
 [17  0]
 [18  0]
 [19  0]
 [20  0]
 [21  0]
 [22  0]
 [23  0]
 [24  0]
 [25  0]
 [26  0]
 [27  0]
 [28  0]
 [29  0]]
Lbg > g(x*,p) + tol:
[0.99999999 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999
 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999
 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999
 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999
 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999]
for indices:
(array([30, 31, 32, 33, 34, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51,
       52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]),)
Ubg < g(x*,p) - tol:
[  16.99999999   10.99999999   19.99999999   10.99999999   13.99999999
 1799.99999999 1799.99999999 1799.99999999 1799.99999999 1799.99999999]
for indices:
(array([ 0,  1,  2,  3,  4, 10, 11, 12, 13, 14]),)",NAN,NAN,NAN,-inf,FAILED,"Objective value wrong, with error 6.421130662141814
Lbg > g(x*,p) + tol:
[1.02795643e-15 1.02795643e-15 1.39778012e-16 2.87557098e-17
 1.39778012e-16 1.39778012e-16 1.02795643e-15 1.02795643e-15]
for indices:
(array([40, 41, 42, 47, 55, 57, 62, 64]),)
Ubg < g(x*,p) - tol:
[5.99999723e+00 2.99999825e+00 3.99999617e+00 1.39778012e-16]
for indices:
(array([ 1,  2,  4, 61]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,"Objective value wrong, with error 0.6802158995777364
Lbg > g(x*,p) + tol:
[1.02795643e-15 1.02795643e-15 1.39778012e-16 2.87557098e-17
 1.39778012e-16 1.39778012e-16 1.02795643e-15 1.02795643e-15]
for indices:
(array([40, 41, 42, 47, 55, 57, 62, 64]),)
Ubg < g(x*,p) - tol:
[5.99999723e+00 2.99999825e+00 3.99999617e+00 1.39778012e-16]
for indices:
(array([ 1,  2,  4, 61]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,10.300000000000001,4.2999999999999998,300.02597721,22,1000,120,10.3,5.100000000000001,300.026436,10.7,6.355721812919227,300.68494499999997
tls6,15.3,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]
 [14  0]
 [15  0]
 [16  0]
 [17  0]
 [18  0]
 [19  0]
 [20  0]
 [21  0]
 [22  0]
 [23  0]
 [24  0]
 [25  0]
 [26  0]
 [27  0]
 [28  0]
 [29  0]
 [30  0]
 [31  0]
 [32  0]
 [33  0]
 [34  0]
 [35  0]
 [36  0]
 [37  0]
 [38  0]
 [39  0]
 [40  0]
 [41  0]]
Lbg > g(x*,p) + tol:
[0.99999999 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999
 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999
 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999
 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999
 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999
 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999
 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999 0.99999999]
for indices:
(array([36, 37, 38, 39, 40, 41, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58,
       59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75,
       76, 77, 78, 79, 80, 81, 82, 83]),)
Ubg < g(x*,p) - tol:
[  13.99999999   21.99999999   17.99999999   12.99999999   19.99999999
   21.99999999 2099.99999999 2099.99999999 2099.99999999 2099.99999999
 2099.99999999 2099.99999999]
for indices:
(array([ 0,  1,  2,  3,  4,  5, 12, 13, 14, 15, 16, 17]),)",NAN,NAN,NAN,-inf,FAILED,"Integer infeasible: [] (array([], dtype=int64),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,"Objective value wrong, with error 4.2593096068517236
Lbg > g(x*,p) + tol:
[1.02795643e-15 2.87557098e-17 2.87557098e-17 1.02795643e-15
 1.02795643e-15 2.87557098e-17 2.87557098e-17 1.39778012e-16
 1.02795643e-15 1.39778012e-16 1.02795643e-15]
for indices:
(array([50, 52, 56, 57, 58, 62, 64, 65, 74, 80, 83]),)
Ubg < g(x*,p) - tol:
[7.99999483e+00 1.99999883e+00 7.99999650e+00 3.99999475e+00
 3.99999650e+00 1.19999965e+01 1.52388111e-14 1.52388111e-14
 1.39778012e-16 1.39778012e-16 9.69512258e-14 4.54368774e-14
 1.02795643e-15 1.39778012e-16 1.39778012e-16]
for indices:
(array([ 0,  1,  2,  3,  4,  5, 59, 61, 63, 66, 67, 69, 71, 75, 81]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,15.300000000000001,6.3000000000000007,300.036074772,23,1000,170,15.3,5.300000000000001,300.03294,17.1,8.230576534351183,300.35920400000003
